"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch";"Zmierzch.Zycie i Smierc"
"utkać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"utrzymać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"utrzymując";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"utrzymywać";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"utworzyć";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uwaga";0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;3
"uwalniać";3;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwalniając";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"uwarzyć";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uważać";5;0;0;0;0;2;2;0;0;1;0;0;1;0;0;0;2;0;0;2
"uważając";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"uwielbiać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"uwierzyć";2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1
"uwięzić";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwięzienia";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uwięziony";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwolnić";1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"uzbroić";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzdrawiać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"uznać";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"uznawać";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzupełniać";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"uzurpować";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"użycie";2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"użyć";4;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"użytek";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"używać";2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"używając";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vane";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"veritaserum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vernon";1;2;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"vernona";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vernonem";1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"vernonowi";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"victoria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;0
"vincent";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vincenta";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"voldemort";9;9;3;1;6;4;1;6;0;0;0;0;0;0;0;0;0;0;0;0
"voldemorta";9;13;2;0;4;11;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"voldemortem";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"voldemortowi";0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"voldemortzamordował";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"voldemortzniknął";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"volterry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"volturi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;0;0;0
"waga";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wagon";0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wahać";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wakacje";2;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"walc";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"walczyć";0;0;0;0;0;0;2;1;0;2;1;0;0;0;0;0;0;2;0;1
"walentynki";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"walentynkowy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"walka";0;6;0;0;0;0;1;0;0;5;1;0;0;0;0;0;2;1;0;0
"walnąć";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wałczyć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wampir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;2;6;6
"wampirzy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"wampirzyca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"warta";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warty";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warunek";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warunki";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"warzyć";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"waszyngton";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"wataha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"ważny";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ważyć";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wąs";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wąski";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wątpi";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wątpiąc";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wątpliwość";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wątpliwy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wąwóz";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"wąż";3;1;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wbiegać";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wbiegając";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"wbrew";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"wcale";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wchodząc";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wchodzić";5;0;1;0;1;3;2;1;0;2;0;0;0;0;0;0;1;0;0;1
"wciągać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wciąż";5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
"wczesny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wcześniej";1;0;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0
"wcześniejszy";2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wdawać";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wdzięczność";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wdzięczny";1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"weasley";11;4;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"weasleya";1;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"weasleyami";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"weasleyem";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"weasleyom";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"weasleyowie";3;0;0;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
"weasleyów";1;1;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
"wedle";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"według";0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0
"wedrzeć";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wegetarianin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"wejście";0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"wejściowy";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wejść";1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wersja";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wertować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wertując";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wesele";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wesprzeć";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"wewnątrz";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wezwać";0;0;0;0;0;0;0;1;0;3;1;1;1;0;1;0;0;0;0;0
"wezwanie";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wezyr";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"wędrować";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wędrowiec";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
"wędrówka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"węgielekowoc";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"węgierski";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"węszyć";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"węza";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wężousty";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"whinging";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiadoma";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wiadomość";3;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiadomy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"wiarę";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wiatr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"wiązać";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"widać";1;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"widmo";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"widnieć";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"widoczny";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"widok";1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"widywać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"widząc";2;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0
"widzenia";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"widzialność";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"widzialny";0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0
"widzieć";5;5;3;2;4;4;1;6;0;4;3;0;2;0;0;3;0;0;0;0
"wieczerza";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wieczność";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wieczny";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"wieczorem";5;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"wieczór";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"wieczysty";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiedza";0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wiedząc";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiedzieć";1;1;3;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0
"wiedziony";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiedźma";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"wieja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"wieko";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiele";1;2;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0
"wielkanocny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wielki";5;4;1;0;0;1;3;2;0;5;7;0;0;0;0;0;0;0;0;0
"wielkie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"wielkość";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wielmoża";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"wielokrotna";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wielomiesięczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"wielosokowego";1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wielosokowy";2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wielu";1;0;1;1;0;3;0;0;0;2;1;0;0;0;1;0;1;0;0;1
"wierny";1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"wierząc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"wierzba";0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"wierzyć";0;2;2;0;0;2;2;3;0;4;5;0;0;0;0;0;0;0;0;0
"wieś";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wieść";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiewiórka";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wieża";2;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"więcej";0;0;2;0;0;3;1;0;0;0;0;0;0;0;0;2;0;1;0;0
"większość";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"większy";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"więzieniu";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"więzień";0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0
"więzy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wigilia";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiktor";4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wilk";0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;1;0;2
"wilkołactwo";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wilkołak";0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;4;3;2;0;0
"wina";1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"winny";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"wioska";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiosłując";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wita";2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"witać";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wizja";1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0
"wizyta";2;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;0;2;0;0
"wizytować";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wkraczać";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wkraść";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wkrótce";2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;2;0;0;0
"wkupywać";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wlec";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wlewać";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"władać";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"władca";0;0;0;0;0;0;0;0;1;6;5;0;0;0;0;0;0;0;0;0
"władza";0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0
"włam";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"włamać";2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"włamanie";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"włamywacz";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"włamywać";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"własność";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"własny";3;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"właściciel";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"właściwy";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"włazić";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"włącznie";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"włoch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"włosy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"włoszech";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"włożyć";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"włóczyć";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wmawiać";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wmiguroka";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wniebowzięty";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wnieść";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wnikać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wniosek";0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0
"wnioskować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wnosić";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wobec";0;0;0;1;0;1;1;2;0;0;1;0;0;0;0;0;1;0;1;0
"woda";3;0;0;0;0;0;1;0;0;2;2;0;5;0;0;0;0;0;0;0
"wodny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wojenny";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
"wojna";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"wojsko";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"wokół";5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"woleć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"woli";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"wolne";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wolno";1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wolność";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wolny";0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wood";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"woźnica";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"woźny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wódz";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wówczas";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"wózek";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wpadać";4;1;0;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;1
"wpaść";0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"wpatrywać";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wpłynąć";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wpływ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"wpoić";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"wprost";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wprowadzać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wprowadzić";1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wpuszczać";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wpuścić";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wracać";11;0;1;1;4;4;2;2;0;2;4;1;0;0;1;1;0;0;0;0
"wracając";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wraz";9;2;0;2;1;3;1;0;0;0;7;0;4;0;1;1;0;0;1;1
"wreszcie";5;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0
"wręcz";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"wręczać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wręczyć";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrogi";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"wrogość";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"wrócić";3;2;5;1;1;2;0;1;0;4;3;0;1;0;1;0;0;0;0;0
"wróg";0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
"wróżbiarstwo";3;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
"wróżebnikiem";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wróżebniku";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrzask";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrzeć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrzeszczeć";0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"września";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrzosowisko";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrzucać";3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrzucić";2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wskakiwać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wskazać";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wskazówka";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wskazywać";0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
"wskrzeszenie";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wspaniały";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wsparcia";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wspierać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wspominać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"wspomnienia";1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wspomnienie";0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"wspomnieniem";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wspomnieniu";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wspomóc";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wspólnik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"wspólny";8;1;1;0;2;5;1;1;0;0;0;0;1;0;0;0;0;0;0;1
"współczesny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"współpraca";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wstąpić";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
